lemma,pos,ehitz_freq,syls,syl_n
estimu,N,5.486,es-ti-mu,3
estimulazio,N,0.549,es-ti-mu-la-zi-o,6
estimulu,N,3.84,es-ti-mu-lu,4
estolda,N,0.823,es-tol-da,3
estolderia,N,1.92,es-tol-de-ri-a,5
estolonial,G,0.549,es-to-lo-ni-al,5
aldaera,N,23.043,al-da-e-ra,4
estoma,N,0.823,es-to-ma,3
estra,G,1.92,es-tra,2
estradizio,N,1.92,es-tra-di-zi-o,5
estrainio,G,6.584,es-tra-i-ni-o,5
estrata,N,0.549,es-tra-ta,3
estratega,N,1.097,es-tra-te-ga,4
estrategia,N,39.502,es-tra-te-gi-a,5
estrategiko,G,4.938,es-tra-te-gi-ko,5
estrategikoki,A,1.097,es-tra-te-gi-ko-ki,6
estratifikazio,N,1.097,es-tra-ti-fi-ka-zi-o,7
aldaezin,G,2.469,al-da-e-zin,4
estratigrafia,N,1.097,es-tra-ti-gra-fi-a,6
estratigrafiko,G,0.823,es-tra-ti-gra-fi-ko,6
estratosfera,N,0.549,es-tra-tos-fe-ra,5
estratu,N,4.389,es-tra-tu,3
estreina,N,0.823,es-trei-na,3
estreinako,G,7.407,es-trei-na-ko,4
estreinatu,V,12.07,es-trei-na-tu,4
estreinu,N,0.549,es-trei-nu,3
aldagabe,G,0.823,al-da-ga-be,4
estreka,G,0.549,es-tre-ka,3
estres,N,1.097,es-tres,2
estriknina,G,0.549,es-trik-ni-na,4
estrofa,N,3.292,es-tro-fa,3
estromatolitodun,G,0.549,es-tro-ma-to-li-to-dun,7
estropada,N,10.15,es-tro-pa-da,4
estropaju,G,0.549,es-tro-pa-ju,4
estropezu,N,1.646,es-tro-pe-zu,4
estropezuka,A,0.549,es-tro-pe-zu-ka,5
estruktura,N,27.432,es-truk-tu-ra,4
aldagai,N,45.537,al-da-gai,3
estruktural,G,0.549,es-truk-tu-ral,4
estrukturalista,N,1.92,es-truk-tu-ra-lis-ta,6
estrukturalki,A,0.823,es-truk-tu-ral-ki,5
estrukturatu,V,0.549,es-truk-tu-ra-tu,5
estu,G,55.412,es-tu,2
estualdi,N,3.017,es-tu-al-di,4
estuario,N,0.823,es-tu-a-ri-o,5
estudiante,N,4.663,es-tu-di-an-te,5
estudiatu,V,8.23,es-tu-di-a-tu,5
aldagailu,N,1.097,al-da-gai-lu,4
estudio,N,17.008,es-tu-di-o,4
estuera,G,0.549,es-tu-e-ra,4
estufa,N,3.566,es-tu-fa,3
estuka,G,2.743,es-tu-ka,3
estuki,A,8.23,es-tu-ki,3
estura,N,3.017,es-tu-ra,3
estutasun,N,1.92,es-tu-ta-sun,4
estutu,V,25.511,es-tu-tu,3
eszedentzia,N,3.566,es-ze-den-tzi-a,5
eszena,N,23.317,es-ze-na,3
aldagaitz,G,0.823,al-da-gaitz,3
eszenario,N,0.549,es-ze-na-ri-o,5
eszenategi,N,0.823,es-ze-na-te-gi,5
eszenatoki,N,2.743,es-ze-na-to-ki,5
eszeniko,G,0.549,es-ze-ni-ko,4
eszenografia,N,2.195,es-ze-no-gra-fi-a,6
eszeptiko,G,1.372,es-zep-ti-ko,4
eszeptizismo,N,0.823,es-zep-ti-zis-mo,5
eszifomedusa,G,0.823,es-zi-fo-me-du-sa,6
et,O,5.761,et,1
eta,C,44713.379,e-ta,2
abiaburu,N,3.017,a-bi-a-bu-ru,5
aldagarri,G,1.646,al-da-ga-rri,4
etano,N,0.823,e-ta-no,3
etapa,N,31.546,e-ta-pa,3
etekin,N,15.636,e-te-kin,3
eten,G,69.128,e-ten,2
etenaldi,N,4.663,e-te-nal-di,4
etendura,N,7.955,e-ten-du-ra,4
etengabe,A,90.799,e-ten-ga-be,4
etengabeki,A,4.115,e-ten-ga-be-ki,5
etengabeko,G,54.315,e-ten-ga-be-ko,5
aldagarritasun,N,0.549,al-da-ga-rri-ta-sun,6
etengailu,N,2.195,e-ten-gai-lu,4
etenka,A,0.823,e-ten-ka,3
eter,N,0.823,e-ter,2
eternal,G,0.549,e-ter-nal,3
eternitate,N,0.549,e-ter-ni-ta-te,5
eterno,G,0.549,e-ter-no,3
etika,N,15.087,e-ti-ka,3
etiketa,N,4.115,e-ti-ke-ta,4
etiko,G,3.84,e-ti-ko,3
etimologia,N,4.115,e-ti-mo-lo-gi-a,6
aldai,G,2.195,al-dai,2
etiologia,G,0.823,e-ti-o-lo-gi-a,6
etiopiar,G,0.823,e-ti-o-pi-ar,5
etnia,N,5.761,et-ni-a,3
etniko,G,3.292,et-ni-ko,3
etnografia,N,9.601,et-no-gra-fi-a,5
etnografiko,G,1.372,et-no-gra-fi-ko,5
etnografo,N,0.823,et-no-gra-fo,4
etnolinguistiko,G,0.549,et-no-lin-gu-is-ti-ko,7
etnologia,N,7.407,et-no-lo-gi-a,5
aldaka,N,1.097,al-da-ka,3
etnologo,N,0.549,et-no-lo-go,4
etologia,N,0.549,e-to-lo-gi-a,5
etorbide,N,1.097,e-tor-bi-de,4
etorki,N,1.097,e-tor-ki,3
etorkin,N,6.584,e-tor-kin,3
etorkizun,N,26.609,e-tor-ki-zun,4
aldaketa,N,254.84,al-da-ke-ta,4
etorrera,N,15.362,e-to-rre-ra,4
etorri,V,546.988,e-to-rri,3
etsai,G,47.183,e-tsai,2
etsaigo,N,1.097,e-tsai-go,3
etsaikeria,N,0.549,e-tsai-ke-ri-a,5
etsaitasun,N,0.549,e-tsai-ta-sun,4
etsamina,N,1.097,e-tsa-mi-na,4
etsenplu,N,13.716,e-tsen-plu,3
aldaki,N,8.504,al-da-ki,3
etsipen,N,9.601,e-tsi-pen,3
etxadi,N,1.92,e-txa-di,3
etxagun,N,0.549,e-txa-gun,3
etxaguntza,N,0.823,e-txa-gun-tza,4
etxalde,N,7.955,e-txal-de,3
etxandre,N,0.549,e-txan-dre,3
etxarte,N,0.823,e-txar-te,3
etxe,N,392.547,e-txe,2
aldakor,G,7.407,al-da-kor,3
etxebizitza,N,77.357,e-txe-bi-zi-tza,5
etxegile,N,0.823,e-txe-gi-le,4
etxegintza,N,4.938,e-txe-gin-tza,4
etxejabe,N,1.372,e-txe-ja-be,4
etxejaun,N,0.549,e-txe-jaun,3
etxeko,N,199.428,e-txe-ko,3
etxekoandre,N,11.247,e-txe-ko-an-dre,5
etxekoi,G,0.549,e-txe-koi,3
etxekoneko,N,0.549,e-txe-ko-ne-ko,5
etxekotu,V,1.646,e-txe-ko-tu,4
aldakortasun,N,1.097,al-da-kor-ta-sun,5
etxepe,N,0.549,e-txe-pe,3
etxeratu,V,17.831,e-txe-ra-tu,4
etxetiar,G,1.92,e-txe-ti-ar,4
etxetresna,N,1.097,e-txe-tres-na,4
etxetxo,N,4.115,e-txe-txo,3
etxola,N,9.601,e-txo-la,3
etzaleku,N,0.549,e-tza-le-ku,4
etzan,V,75.986,e-tzan,2
etzi,A,14.539,e-tzi,2
aldakuntza,N,45.811,al-da-kun-tza,4
etzidamu,A,0.549,e-tzi-da-mu,4
eufonia,N,0.823,eu-fo-ni-a,4
euforia,N,2.743,eu-fo-ri-a,4
eugenismo,G,0.549,eu-ge-nis-mo,4
eukari,N,3.566,eu-ka-ri,3
eukaristia,N,17.556,eu-ka-ris-ti-a,5
euklidear,G,1.372,eu-kli-de-ar,4
euli,N,11.247,eu-li,2
eultze,N,3.84,eul-tze,2
eup,O,3.84,eup,1
aldaleku,G,0.549,al-da-le-ku,4
eurak,O,32.918,eu-rak,2
euri,N,54.589,eu-ri,2
euritako,N,2.195,eu-ri-ta-ko,4
eurite,N,2.469,eu-ri-te,3
euritsu,G,4.115,eu-ri-tsu,3
euro,N,1.92,eu-ro,2
europar,G,40.599,eu-ro-par,3
eurrez,A,1.92,eu-rrez,2
abiada,N,20.848,a-bi-a-da,4
aldamen,N,0.823,al-da-men,3
euskal,N,2083.712,eus-kal,2
euskalari,N,2.743,eus-ka-la-ri,4
euskaldun,G,209.852,eus-kal-dun,3
euskaldundu,V,5.486,eus-kal-dun-du,4
euskaldungo,N,1.097,eus-kal-dun-go,4
euskalduntasun,N,1.646,eus-kal-dun-ta-sun,5
euskalduntze,N,17.008,eus-kal-dun-tze,4
euskalgintza,N,1.097,eus-kal-gin-tza,4
euskalki,N,36.21,eus-kal-ki,3
euskaltasun,N,0.823,eus-kal-ta-sun,4
euskaltegi,N,13.716,eus-kal-te-gi,4
euskaltzain,N,28.803,eus-kal-tzain,3
euskaltzainburu,N,2.469,eus-kal-tzain-bu-ru,5
euskaltzaindi,G,4.115,eus-kal-tzain-di,4
euskaltzale,N,35.936,eus-kal-tza-le,4
euskaltzaletasun,N,1.646,eus-kal-tza-le-ta-sun,6
euskaltzaletu,V,1.372,eus-kal-tza-le-tu,5
euskara,N,537.387,eus-ka-ra,3
euskaratu,V,8.504,eus-ka-ra-tu,4
aldamio,N,0.823,al-da-mi-o,4
euskaratzaile,N,1.646,eus-ka-ra-tzai-le,5
euskarri,N,26.334,eus-ka-rri,3
euskarritu,V,0.549,eus-ka-rri-tu,4
eusko,N,198.331,eus-ko,2
euskotar,G,3.566,eus-ko-tar,3
eusle,N,1.372,eus-le,2
euspen,N,1.097,eus-pen,2
eutanasia,N,4.115,eu-ta-na-si-a,5
eutektiko,G,0.823,eu-tek-ti-ko,4
aldapa,N,24.689,al-da-pa,3
eutsi,V,97.931,eu-tsi,2
exakzio,N,0.823,e-xak-zi-o,4
exegeta,N,0.549,e-xe-ge-ta,4
exekutatu,V,3.292,e-xe-ku-ta-tu,5
exekutiba,N,0.823,e-xe-ku-ti-ba,5
exekutibo,N,1.92,e-xe-ku-ti-bo,5
exekuzio,N,5.761,e-xe-ku-zi-o,5
exijentzia,N,4.389,e-xi-jen-tzi-a,5
exijitu,V,5.212,e-xi-ji-tu,4
exiliatu,N,0.823,e-xi-li-a-tu,5
aldapatsu,G,1.372,al-da-pa-tsu,4
exilio,G,0.549,e-xi-li-o,4
existente,N,0.549,e-xis-ten-te,4
existentzia,N,21.397,e-xis-ten-tzi-a,5
existentzial,G,1.097,e-xis-ten-tzi-al,5
existentzialista,G,1.372,e-xis-ten-tzi-a-lis-ta,7
existitu,V,4.938,e-xis-ti-tu,4
exito,G,0.823,e-xi-to,3
exogeno,N,0.549,e-xo-ge-no,4
exonomastika,G,1.372,e-xo-no-mas-ti-ka,6
exotermiko,G,0.823,e-xo-ter-mi-ko,5
aldarapen,N,0.549,al-da-ra-pen,4
exotiko,G,1.097,e-xo-ti-ko,4
ez,N,16712.48,ez,1
ezeroso,G,1.372,e-ze-ro-so,4
ezorganiko,G,0.549,e-zor-ga-ni-ko,5
ezabaketa,N,3.566,e-za-ba-ke-ta,5
ezabapen,N,0.823,e-za-ba-pen,4
ezabatu,V,27.432,e-za-ba-tu,4
ezadostasun,N,1.646,e-za-dos-ta-sun,5
ezaguera,N,27.98,e-za-gu-e-ra,5
aldaratu,V,1.097,al-da-ra-tu,4
ezagumendu,N,1.372,e-za-gu-men-du,5
ezagun,G,59.801,e-za-gun,3
ezagupen,N,15.636,e-za-gu-pen,4
ezagutaraz,V,0.549,e-za-gu-ta-raz,5
ezagutezin,G,0.549,e-za-gu-te-zin,5
ezagutu,V,295.439,e-za-gu-tu,4
ezagutza,N,65.013,e-za-gu-tza,4
ezagutzaile,N,1.097,e-za-gu-tzai-le,5
ezain,G,0.549,e-zain,2
ezaindu,V,0.549,e-zain-du,3
ezargailu,N,1.097,e-zar-gai-lu,4
ezargarri,G,0.549,e-zar-ga-rri,4
ezarian,A,6.309,e-za-ri-an,4
ezarketa,N,8.778,e-zar-ke-ta,4
ezarkin,G,0.549,e-zar-kin,3
ezarkuntza,N,1.097,e-zar-kun-tza,4
ezarpen,N,4.389,e-zar-pen,3
ezarrera,N,2.195,e-za-rre-ra,4
aldarazpen,N,0.823,al-da-raz-pen,4
ezarri,V,192.845,e-za-rri,3
ezartegi,N,0.549,e-zar-te-gi,4
ezatsegin,G,0.823,e-za-tse-gin,4
ezaugarri,N,208.755,e-zau-ga-rri,4
ezaugarridun,G,1.097,e-zau-ga-rri-dun,5
ezaugarritu,V,1.097,e-zau-ga-rri-tu,5
ezaupide,N,3.017,e-zau-pi-de,4
ezbai,N,0.549,ez-bai,2
aldare,N,15.91,al-da-re,3
ezbaikor,G,0.549,ez-bai-kor,3
ezbehar,N,8.778,ez-be-har,3
ezberdin,G,36.484,ez-ber-din,3
ezberdindu,V,2.195,ez-ber-din-du,4
ezberdinki,A,0.549,ez-ber-din-ki,4
ezberdintasun,N,18.928,ez-ber-din-ta-sun,5
ezdeus,G,1.646,ez-deus,2
eze,C,8.778,e-ze,2
aldaro,N,0.549,al-da-ro,3
ezegoki,G,0.549,e-ze-go-ki,4
ezegonkor,G,0.549,e-ze-gon-kor,4
ezegonkortasun,N,0.823,e-ze-gon-kor-ta-sun,6
ezein,D,28.255,e-zein,2
ezelako,G,8.778,e-ze-la-ko,4
ezelan,A,2.469,e-ze-lan,3
ezer,O,517.087,e-zer,2
ezerez,N,2.195,e-ze-rez,3
aldarri,N,2.195,al-da-rri,3
ezereztu,V,4.938,e-ze-rez-tu,4
ezertxo,O,30.175,e-zer-txo,3
ezetsi,V,3.292,e-ze-tsi,3
ezetz,N,70.225,e-zetz,2
ezezagun,G,23.591,e-ze-za-gun,4
ezezka,A,1.646,e-zez-ka,3
ezezko,N,10.15,e-zez-ko,3
aldarrika,A,4.115,al-da-rri-ka,4
ezeztatu,V,6.035,e-zez-ta-tu,4
ezeztu,V,0.549,e-zez-tu,3
ezgai,G,0.823,ez-gai,2
ezgaitasun,N,4.938,ez-gai-ta-sun,4
ezgaitu,V,0.549,ez-gai-tu,3
ezgauza,N,2.195,ez-gau-za,3
ezik,C,266.91,e-zik,2
ezindu,V,1.92,e-zin-du,3
ezin,N,1205.623,e-zin,2
aldarrikapen,N,6.035,al-da-rri-ka-pen,5
ezinda,A,6.858,e-zin-da,3
ezinegon,N,2.743,e-zi-ne-gon,4
ezineko,G,11.796,e-zi-ne-ko,4
ezinezko,G,30.998,e-zi-nez-ko,4
aldarrikatu,V,26.06,al-da-rri-ka-tu,5
ezinikusi,N,1.097,e-zi-ni-ku-si,5
ezintasun,N,6.858,e-zin-ta-sun,4
ezintasundun,G,0.549,e-zin-ta-sun-dun,5
ezizen,N,2.469,e-zi-zen,3
ezjakin,N,5.212,ez-ja-kin,3
ezjakintasun,N,2.195,ez-ja-kin-ta-sun,5
ezjakite,N,0.549,ez-ja-ki-te,4
aldarrikatzaile,N,0.823,al-da-rri-ka-tzai-le,6
ezkai,N,0.549,ez-kai,2
ezkaratz,N,0.549,ez-ka-ratz,3
ezkata,N,6.309,ez-ka-ta,3
ezker,G,62.819,ez-ker,2
ezkerkada,N,0.549,ez-ker-ka-da,4
ezkero,A,106.435,ez-ke-ro,3
ezkertasun,N,0.549,ez-ker-ta-sun,4
ezkertiar,G,9.052,ez-ker-ti-ar,4
ezki,N,1.646,ez-ki,2
ezkila,N,3.84,ez-ki-la,3
aldarte,N,5.761,al-dar-te,3
ezko,G,6.035,ez-ko,2
ezkondu,V,86.136,ez-kon-du,3
ezkongabe,N,1.646,ez-kon-ga-be,4
ezkongai,N,3.292,ez-kon-gai,3
ezkonge,G,0.823,ez-kon-ge,3
ezkontide,N,5.761,ez-kon-ti-de,4
ezkontza,N,54.863,ez-kon-tza,3
aldats,N,0.549,al-dats,2
ezkontze,N,1.097,ez-kon-tze,3
ezkor,G,3.292,ez-kor,2
ezkortasun,N,0.549,ez-kor-ta-sun,4
ezkoztadura,N,1.646,ez-koz-ta-du-ra,5
ezkur,N,2.743,ez-kur,2
ezkutaleku,N,0.549,ez-ku-ta-le-ku,5
ezkutari,N,0.549,ez-ku-ta-ri,4
ezkutatu,V,60.075,ez-ku-ta-tu,4
ezkutu,G,19.476,ez-ku-tu,3
aldatu,V,272.397,al-da-tu,3
ezkutuka,A,3.292,ez-ku-tu-ka,4
ezkutuki,N,0.549,ez-ku-tu-ki,4
ezkutuko,G,16.459,ez-ku-tu-ko,4
ezohiko,G,1.372,e-zo-hi-ko,4
ezpabere,C,0.549,ez-pa-be-re,4
ezpada,C,12.344,ez-pa-da,3
ezpain,N,22.494,ez-pain,2
ezpaineratu,G,0.549,ez-pai-ne-ra-tu,5
ezpal,N,1.92,ez-pal,2
ezpata,N,33.741,ez-pa-ta,3
ezpatadun,G,1.097,ez-pa-ta-dun,4
ezpatari,N,2.195,ez-pa-ta-ri,4
ezpel,N,0.823,ez-pel,2
ezpeleta,G,1.097,ez-pe-le-ta,4
ezpere,C,0.549,ez-pe-re,3
ezponda,N,0.549,ez-pon-da,3
abiadore,N,1.372,a-bi-a-do-re,5
alde,N,1115.646,al-de,2
ezpurutasun,N,0.549,ez-pu-ru-ta-sun,5
ezta,C,301.749,ez-ta,2
eztabaida,N,109.727,ez-ta-bai-da,4
eztabaidagai,N,4.115,ez-ta-bai-da-gai,5
eztabaidagarri,G,2.469,ez-ta-bai-da-ga-rri,6
eztabaidagune,N,0.549,ez-ta-bai-da-gu-ne,6
eztabaidaka,A,0.823,ez-ta-bai-da-ka,5
eztabaidakizun,N,0.549,ez-ta-bai-da-ki-zun,6
eztabaidatu,V,33.192,ez-ta-bai-da-tu,5
eztainu,N,2.743,ez-tai-nu,3
eztanda,N,13.442,ez-tan-da,3
eztarri,N,4.389,ez-ta-rri,3
eztegu,N,0.549,ez-te-gu,3
eztei,N,2.743,ez-tei,2
ezten,N,3.017,ez-ten,2
eztenka,N,1.372,ez-ten-ka,3
eztenkada,N,1.646,ez-ten-ka-da,4
ezti,G,16.459,ez-ti,2
aldehido,N,1.372,al-de-hi-do,4
eztiki,A,3.292,ez-ti-ki,3
eztiro,A,0.823,ez-ti-ro,3
eztitasun,N,0.549,ez-ti-ta-sun,4
eztitsu,G,1.097,ez-ti-tsu,3
eztitu,V,1.646,ez-ti-tu,3
eztul,N,7.681,ez-tul,2
eztulka,A,4.389,ez-tul-ka,3
ezuste,N,1.097,e-zus-te,3
aldeia,G,1.646,al-de-ia,3
fa,N,2.469,fa,1
fabore,N,1.92,fa-bo-re,3
faborito,G,1.92,fa-bo-ri-to,4
fabrika,N,31.272,fa-bri-ka,3
fabrikatu,V,7.132,fa-bri-ka-tu,4
fabrikatzaile,N,1.372,fa-bri-ka-tzai-le,5
aldekide,G,0.549,al-de-ki-de,4
fabrikazio,N,5.486,fa-bri-ka-zi-o,5
fabula,N,1.097,fa-bu-la,3
faena,G,1.372,fa-e-na,3
fafa,N,0.549,fa-fa,2
faila,N,3.292,fai-la,2
faisai,N,0.549,fai-sai,2
faktore,N,72.145,fak-to-re,3
faktorizazio,N,0.549,fak-to-ri-za-zi-o,6
faktorketa,G,1.372,fak-tor-ke-ta,4
faktura,N,5.486,fak-tu-ra,3
fakturatu,V,0.823,fak-tu-ra-tu,4
fakula,N,0.549,fa-ku-la,3
fakultate,N,4.389,fa-kul-ta-te,4
falazia,N,0.549,fa-la-zi-a,4
falta,N,197.508,fal-ta,2
faltatu,V,2.195,fal-ta-tu,3
faltsazionismo,N,1.097,fal-tsa-zi-o-nis-mo,6
faltsifikazio,N,0.549,fal-tsi-fi-ka-zi-o,6
aldendu,V,24.963,al-den-du,3
faltsu,G,8.23,fal-tsu,2
faltsukeria,N,1.92,fal-tsu-ke-ri-a,5
faltsuki,A,0.823,fal-tsu-ki,3
faltsutu,V,0.549,fal-tsu-tu,3
fama,N,25.511,fa-ma,2
famatu,G,17.831,fa-ma-tu,3
familia,N,169.528,fa-mi-li-a,4
familiar,G,7.132,fa-mi-li-ar,4
familiarteko,G,2.743,fa-mi-li-ar-te-ko,6
fan,N,2.469,fan,1
fanatiko,G,1.372,fa-na-ti-ko,4
fandango,N,0.823,fan-dan-go,3
fantasia,N,14.813,fan-ta-si-a,4
fantasma,N,6.858,fan-tas-ma,3
fantastiko,G,1.646,fan-tas-ti-ko,4
faraoi,N,1.372,fa-ra-oi,3
fardel,G,1.92,far-del,2
alderaketa,N,1.646,al-de-ra-ke-ta,5
fardeleria,N,0.549,far-de-le-ri-a,5
fardo,G,0.549,far-do,2
faringe,N,0.823,fa-rin-ge,3
fariseu,N,1.372,fa-ri-seu,3
farmako,N,0.823,far-ma-ko,3
farmazeutiko,N,0.549,far-ma-zeu-ti-ko,5
farmazia,N,4.389,far-ma-zi-a,4
faro,N,1.097,fa-ro,2
farol,N,0.823,fa-rol,2
farolada,G,0.549,fa-ro-la-da,4
faroltxo,N,0.549,fa-rol-txo,3
farozain,N,0.823,fa-ro-zain,3
fase,N,46.085,fa-se,2
fatxada,N,9.601,fa-txa-da,3
faunistika,N,0.549,fau-nis-ti-ka,4
fauvismo,N,0.549,fau-vis-mo,3
fax,N,1.646,fax,1
faxismo,N,0.549,fa-xis-mo,3
faxista,G,7.955,fa-xis-ta,3
abaildu,V,1.372,a-bail-du,3
abiadura,N,122.071,a-bi-a-du-ra,5
fazeta,N,0.549,fa-ze-ta,3
fazies,N,1.372,fa-zi-es,3
fe,G,0.823,fe,1
fede,N,47.731,fe-de,2
fededun,G,9.601,fe-de-dun,3
fedegabe,N,1.372,fe-de-ga-be,4
federakunde,N,1.372,fe-de-ra-kun-de,5
federakuntza,N,1.92,fe-de-ra-kun-tza,5
federal,G,2.195,fe-de-ral,3
federalista,G,1.646,fe-de-ra-lis-ta,5
federatu,V,0.549,fe-de-ra-tu,4
federazio,N,3.84,fe-de-ra-zi-o,5
feedback,N,2.195,fe-ed-back,3
femenino,G,0.549,fe-me-ni-no,4
feminismo,N,1.646,fe-mi-nis-mo,4
feminista,G,3.017,fe-mi-nis-ta,4
fenilalanina,N,0.549,fe-ni-la-la-ni-na,6
fenilzetonuria,N,1.097,fe-nil-ze-to-nu-ri-a,7
fenix,N,0.549,fe-nix,2
fenol,N,0.549,fe-nol,2
fenolftaleina,G,0.549,fe-nolf-ta-lei-na,5
fenomeno,N,83.118,fe-no-me-no,4
fereka,N,4.938,fe-re-ka,3
ferekatu,V,1.92,fe-re-ka-tu,4
feria,N,7.955,fe-ri-a,3
fermuki,A,2.469,fer-mu-ki,3
ferra,N,1.646,fe-rra,2
ferrita,N,1.372,fe-rri-ta,3
ferritiko,G,0.549,fe-rri-ti-ko,4
alderantzizko,G,14.264,al-de-ran-tziz-ko,5
ferro,N,1.097,fe-rro,2
ferromagnetiko,G,0.823,fe-rro-mag-ne-ti-ko,6
ferry,N,0.549,fe-rry,2
festa,N,58.978,fes-ta,2
festibal,N,1.372,fes-ti-bal,3
fetitxe,N,0.823,fe-ti-txe,3
fetu,N,1.646,fe-tu,2
fetxa,N,4.389,fe-txa,2
feudal,G,6.858,feu-dal,2
alderanzketa,N,1.92,al-de-ranz-ke-ta,5
feudalismo,N,2.469,feu-da-lis-mo,4
feudo,N,1.646,feu-do,2
fianbrera,G,0.549,fi-an-bre-ra,4
fibra,N,0.549,fi-bra,2
fibrosi,N,0.549,fi-bro-si,3
fidagaitz,G,0.823,fi-da-gaitz,3
fidagarri,G,2.195,fi-da-ga-rri,4
fidagarritasun,N,2.195,fi-da-ga-rri-ta-sun,6
fidantza,N,19.202,fi-dan-tza,3
fidantzia,N,1.097,fi-dan-tzi-a,4
alderatu,V,11.247,al-de-ra-tu,4
fidatu,V,4.663,fi-da-tu,3
fidel,N,2.195,fi-del,2
fidelitate,N,1.097,fi-de-li-ta-te,5
fideltasun,N,2.743,fi-del-ta-sun,4
figura,N,14.264,fi-gu-ra,3
figurazio,N,1.097,fi-gu-ra-zi-o,5
fijatu,G,1.92,fi-ja-tu,3
fijo,N,1.372,fi-jo,2
fikzio,N,2.195,fik-zi-o,3
alderdi,N,297.359,al-der-di,3
filial,N,0.549,fi-li-al,3
filiazio,G,0.823,fi-li-a-zi-o,5
filibustero,N,0.549,fi-li-bus-te-ro,5
filipinar,G,0.823,fi-li-pi-nar,4
film,N,29.352,film,1
filmatu,V,1.92,fil-ma-tu,3
filmografia,N,0.549,fil-mo-gra-fi-a,5
filmoteka,N,0.823,fil-mo-te-ka,4
filogenetiko,G,0.823,fi-lo-ge-ne-ti-ko,6
filogenetikoki,A,0.549,fi-lo-ge-ne-ti-ko-ki,7
alderdikari,G,0.549,al-der-di-ka-ri,5
filogenia,N,0.823,fi-lo-ge-ni-a,5
filologia,N,8.504,fi-lo-lo-gi-a,5
filologiko,G,1.646,fi-lo-lo-gi-ko,5
filologikoki,A,0.549,fi-lo-lo-gi-ko-ki,6
filologo,N,2.743,fi-lo-lo-go,4
filosofari,G,1.646,fi-lo-so-fa-ri,5
filosofia,N,57.607,fi-lo-so-fi-a,5
filosofiko,G,5.486,fi-lo-so-fi-ko,5
filosofo,N,16.185,fi-lo-so-fo,4
filtratu,V,0.549,fil-tra-tu,3
alderdikeria,N,1.646,al-der-di-ke-ri-a,6
filtrazio,N,1.646,fil-tra-zi-o,4
filtro,N,1.646,fil-tro,2
fin,G,21.397,fin,1
final,N,8.778,fi-nal,2
finalaurreko,N,0.549,fi-na-lau-rre-ko,5
finalis,G,1.646,fi-na-lis,3
finalista,N,0.549,fi-na-lis-ta,4
finantza,N,35.113,fi-nan-tza,3
finantzabide,N,1.097,fi-nan-tza-bi-de,5
finantzaketa,N,11.796,fi-nan-tza-ke-ta,5
alderdikide,N,2.195,al-der-di-ki-de,5
finantzari,N,1.372,fi-nan-tza-ri,4
finantzario,G,2.195,fi-nan-tza-ri-o,5
finantzatu,V,3.566,fi-nan-tza-tu,4
finezia,N,1.646,fi-ne-zi-a,4
finitu,V,1.372,fi-ni-tu,3
finka,N,12.619,fin-ka,2
finkagarri,G,0.549,fin-ka-ga-rri,4
finkapen,N,3.566,fin-ka-pen,3
abiagune,N,0.549,a-bi-a-gu-ne,5
alderrai,G,2.743,al-de-rrai,3
finkatu,V,52.943,fin-ka-tu,3
finkatzaile,N,0.549,fin-ka-tzai-le,4
finkatze,N,1.646,fin-ka-tze,3
finketa,N,1.097,fin-ke-ta,3
finki,A,0.823,fin-ki,2
finko,G,32.644,fin-ko,2
finkotasun,N,0.549,fin-ko-ta-sun,4
finlandiar,G,1.097,fin-lan-di-ar,4
finta,N,0.549,fin-ta,2
fintasun,N,0.823,fin-ta-sun,3
firfira,N,0.549,fir-fi-ra,3
firin,G,0.549,fi-rin,2
firma,N,1.646,fir-ma,2
firme,G,1.92,fir-me,2
fisika,N,28.255,fi-si-ka,3
fisikari,N,4.115,fi-si-ka-ri,4
fisiko,G,43.616,fi-si-ko,3
fisikoki,A,9.052,fi-si-ko-ki,4
fisiologia,N,2.195,fi-si-o-lo-gi-a,6
fisiologiko,G,2.195,fi-si-o-lo-gi-ko,6
aldeztu,V,0.549,al-dez-tu,3
fisiologo,N,1.097,fi-si-o-lo-go,5
fisionomia,N,0.823,fi-si-o-no-mi-a,6
fisioterapeuta,N,0.549,fi-si-o-te-ra-peu-ta,7
fisioterapia,N,0.549,fi-si-o-te-ra-pi-a,7
fiskal,G,5.761,fis-kal,2
fiskalizazio,N,0.823,fis-ka-li-za-zi-o,6
fiskaltza,N,0.823,fis-kal-tza,3
fisura,G,3.566,fi-su-ra,3
fite,A,5.212,fi-te,2
fitoplankton,N,1.646,fi-to-plank-ton,4
aldi,N,338.233,al-di,2
fitxa,N,39.776,fi-txa,2
fitxaketa,N,0.549,fi-txa-ke-ta,4
fitxategi,N,12.344,fi-txa-te-gi,4
fitxatu,V,2.195,fi-txa-tu,3
fitxero,N,1.372,fi-txe-ro,3
flagelo,N,0.549,fla-ge-lo,3
flako,G,0.549,fla-ko,2
flamenko,N,1.646,fla-men-ko,3
flan,N,0.549,flan,1
aldibereko,G,1.92,al-di-be-re-ko,5
flandriar,G,0.823,flan-dri-ar,3
flash,N,1.646,flash,1
flasko,N,1.92,flas-ko,2
flauta,N,4.389,flau-ta,2
flexibilitate,G,0.549,fle-xi-bi-li-ta-te,6
