lemma,ehme_n,ehme_freq,ehme_log,pos,nwords,lemmalength
muntatzale,4,0.18,0.07,ize,3,10
munto,7,0.31,0.12,ize,3,5
muntra,7,0.31,0.12,ize,3,6
muntto,13,0.57,0.2,ize,5,6
muraila,5,0.22,0.09,ize,4,7
mural,31,1.36,0.37,ize,8,5
murde,4,0.18,0.07,bes,1,5
murduka,3,0.13,0.05,adb,2,7
murdukatu,4,0.18,0.07,adi,4,9
murduskatu,33,1.45,0.39,adi,7,10
murgil,57,2.51,0.55,ize,4,6
murgilaldi,9,0.4,0.15,ize,4,10
murgilari,1,0.04,0.02,ize,1,9
murgildu,1795,79.01,1.9,adi,44,8
murgilean,3,0.13,0.05,adb,1,9
murgilketa,6,0.26,0.1,ize,4,10
murko,5,0.22,0.09,ize,2,5
murmu,4,0.18,0.07,ize,2,5
murmur,27,1.19,0.34,ize,6,6
murmuratu,18,0.79,0.25,adi,6,9
murmurazio,2,0.09,0.04,ize,2,10
murmuriatu,19,0.84,0.26,adi,3,10
murmurikatu,183,8.05,0.96,adi,11,11
murmurio,102,4.49,0.74,ize,12,8
murmuru,2,0.09,0.04,ize,2,7
murmuzikatu,3,0.13,0.05,adi,2,11
murraila,8,0.35,0.13,ize,4,8
murrika,12,0.53,0.18,ize,2,7
murritu,3,0.13,0.05,adi,3,7
murritx,19,0.84,0.26,adj,8,7
murritz,312,13.73,1.17,adj,35,7
murritzaile,3,0.13,0.05,ize,2,11
murrixtu,8,0.35,0.13,adi,4,8
murrizgarri,20,0.88,0.27,adj,9,11
murrizketa,710,31.25,1.51,ize,22,10
murrizki,1,0.04,0.02,adb,1,8
murrizkor,2,0.09,0.04,adj,2,9
murrizle,2,0.09,0.04,ize,2,8
murrizpen,19,0.84,0.26,ize,6,9
murriztaile,89,3.92,0.69,ize,12,11
murriztapen,17,0.75,0.24,ize,5,11
murriztasun,8,0.35,0.13,ize,4,11
murriztezin,9,0.4,0.15,adj,6,11
murriztu,2524,111.09,2.05,adi,45,8
murru,392,17.25,1.26,ize,26,5
murrukutun,6,0.26,0.1,ize,2,10
murruntza,1,0.04,0.02,ize,1,9
murruskatu,1,0.04,0.02,adi,1,10
murrutzar,15,0.66,0.22,adj,4,9
murtik,4,0.18,0.07,ize,1,6
murtxatu,11,0.48,0.17,adi,5,8
murtxikapen,1,0.04,0.02,ize,1,11
murtxikatu,55,2.42,0.53,adi,8,10
murtxikatzaile,4,0.18,0.07,adj,3,14
murtxukatu,2,0.09,0.04,adi,2,10
murtziar,13,0.57,0.2,adj,4,8
mus,723,31.82,1.52,ize,9,3
musa,233,10.26,1.05,ize,10,4
musaje,5,0.22,0.09,ize,3,6
musaldi,2,0.09,0.04,ize,2,7
musde,8,0.35,0.13,ize,1,5
museistiko,3,0.13,0.05,adj,3,10
muselina,32,1.41,0.38,ize,6,8
museo,2518,110.83,2.05,ize,42,5
museografa,3,0.13,0.05,adj,2,10
museografia,1,0.04,0.02,ize,1,11
museografiko,2,0.09,0.04,adj,2,12
museologia,2,0.09,0.04,ize,2,10
museologiko,2,0.09,0.04,adj,1,11
museologo,2,0.09,0.04,ize,1,9
museozain,12,0.53,0.18,ize,5,9
musika,8820,388.21,2.59,ize,40,6
musikagailu,2,0.09,0.04,ize,2,11
musikagile,226,9.95,1.04,ize,11,10
musikagintza,22,0.97,0.29,ize,6,12
musikajole,6,0.26,0.1,ize,4,10
musikal,287,12.63,1.13,adj,22,7
musikalari,11,0.48,0.17,ize,4,10
musikaldi,181,7.97,0.95,ize,7,9
musikalitate,3,0.13,0.05,ize,2,12
musikaltasun,38,1.67,0.43,ize,8,12
musikari,2768,121.83,2.09,ize,34,8
musikategi,9,0.4,0.15,ize,3,10
musikatresna,4,0.18,0.07,ize,3,12
musikatu,88,3.87,0.69,adi,17,8
musikazale,66,2.91,0.59,ize,12,10
musikazaletasun,2,0.09,0.04,ize,1,15
musiko,38,1.67,0.43,ize,10,6
musikologia,9,0.4,0.15,ize,5,11
musikologo,16,0.7,0.23,ize,5,10
musikoterapia,4,0.18,0.07,ize,2,13
muskatu,5,0.22,0.09,ize,2,7
musker,73,3.21,0.62,adj,10,6
musketa,7,0.31,0.12,ize,2,7
muskil,17,0.75,0.24,ize,6,6
muskildiar,13,0.57,0.2,adj,5,10
muskildu,4,0.18,0.07,adi,4,8
muskuilu,25,1.1,0.32,ize,5,8
muskular,6,0.26,0.1,adj,4,8
muskulatura,3,0.13,0.05,ize,2,11
muskulazio,3,0.13,0.05,ize,3,10
muskulu,249,10.96,1.08,ize,22,7
muslari,313,13.78,1.17,ize,11,7
must,17,0.75,0.24,ize,6,4
mustarda,2,0.09,0.04,ize,1,8
mustatu,1,0.04,0.02,adi,1,7
mustatx,10,0.44,0.16,ize,6,7
mustax,4,0.18,0.07,ize,4,6
muste,3,0.13,0.05,adi,3,5
mustelido,3,0.13,0.05,adj,2,9
mustio,3,0.13,0.05,ize,2,6
mustra,30,1.32,0.37,ize,5,6
mustro,16,0.7,0.23,ize,5,6
mustu,2,0.09,0.04,adi,2,5
mustuka,10,0.44,0.16,adb,3,7
mustupilka,8,0.35,0.13,adb,1,10
mustupilkatu,1,0.04,0.02,adi,1,12
mustur,13,0.57,0.2,ize,5,6
musu,2119,93.27,1.97,ize,32,4
musugorri,47,2.07,0.49,adj,7,9
musugorritu,3,0.13,0.05,adi,2,11
musuka,163,7.17,0.91,adb,1,6
musukatu,275,12.1,1.12,adi,17,8
musulman,1258,55.37,1.75,adj,44,8
musulmano,79,3.48,0.65,adj,13,9
musurikatu,1,0.04,0.02,adi,1,10
musutruk,22,0.97,0.29,adb,1,8
musutruko,1,0.04,0.02,adb,1,9
musututs,2,0.09,0.04,adb,1,8
musuzapi,204,8.98,1,ize,13,8
musuzuri,3,0.13,0.05,adj,3,8
mutante,39,1.72,0.43,adj,10,7
mutatu,49,2.16,0.5,adi,10,6
mutazio,161,7.09,0.91,ize,17,7
mutiko,3006,132.31,2.12,ize,51,6
mutikomotz,2,0.09,0.04,ize,2,10
mutikote,15,0.66,0.22,ize,4,8
mutikoxkor,3,0.13,0.05,ize,2,10
mutikozkor,2,0.09,0.04,ize,2,10
mutil,7143,314.4,2.5,ize,50,5
mutilagun,19,0.84,0.26,ize,5,9
mutilatu,22,0.97,0.29,adi,11,8
mutilazio,15,0.66,0.22,ize,4,9
mutilazione,3,0.13,0.05,ize,3,11
mutildu,4,0.18,0.07,adi,2,7
mutiletan,18,0.79,0.25,adb,1,9
mutilgazte,4,0.18,0.07,ize,2,10
mutilgo,2,0.09,0.04,ize,1,7
mutiltzar,2,0.09,0.04,ize,1,9
mutilxar,1,0.04,0.02,ize,1,8
mutilzahar,67,2.95,0.6,ize,9,10
mutilzahartu,2,0.09,0.04,adi,2,12
mutilzale,23,1.01,0.3,adj,2,9
mutilzar,3,0.13,0.05,ize,1,8
mutin,2,0.09,0.04,ize,2,5
mutiri,35,1.54,0.4,adj,10,6
mutirikeria,3,0.13,0.05,ize,3,11
mutiritasun,1,0.04,0.02,ize,1,11
mutrikoar,2,0.09,0.04,adj,2,9
mutrikuar,39,1.72,0.43,adj,6,9
muttiko,86,3.79,0.68,ize,11,7
muttur,69,3.04,0.61,ize,12,6
mutturgo,1,0.04,0.02,ize,1,8
mutu,1001,44.06,1.65,adj,33,4
mutualdi,4,0.18,0.07,ize,2,8
mutualitate,68,2.99,0.6,ize,13,11
mutur,3079,135.52,2.14,ize,49,5
muturbeltz,34,1.5,0.4,adj,5,10
muturdun,7,0.31,0.12,ize,3,8
muturgaineko,1,0.04,0.02,ize,1,12
muturik,17,0.75,0.24,adb,1,7
muturje,3,0.13,0.05,ize,3,7
muturka,29,1.28,0.36,adb,1,7
muturluze,16,0.7,0.23,adj,6,9
muturraldi,6,0.26,0.1,ize,3,10
muturrandi,2,0.09,0.04,ize,2,10
muturreko,917,40.36,1.62,ize,28,9
muturrekoka,8,0.35,0.13,adb,1,11
muturtu,138,6.07,0.85,adi,15,7
muturzikin,3,0.13,0.05,adj,2,10
mututasun,74,3.26,0.63,ize,12,9
mututu,125,5.5,0.81,adi,19,6
mututurik,25,1.1,0.32,adi,1,9
mutxi,1,0.04,0.02,ize,1,5
mutxikin,25,1.1,0.32,ize,8,8
mutxiko,359,15.8,1.23,ize,7,7
mutxitu,7,0.31,0.12,adi,3,7
mutxu,59,2.6,0.56,ize,12,5
mutxurdin,33,1.45,0.39,ize,8,9
mutzitu,6,0.26,0.1,adi,3,7
muxar,27,1.19,0.34,ize,9,5
muxarradura,1,0.04,0.02,ize,1,11
muxika,38,1.67,0.43,ize,4,6
muxikar,4,0.18,0.07,adj,3,7
muxin,6,0.26,0.1,ize,3,5
muxu,196,8.63,0.98,ize,11,4
muxugorri,4,0.18,0.07,adj,2,9
muxuka,11,0.48,0.17,adb,1,6
muzin,649,28.57,1.47,adj,8,5
muzindu,32,1.41,0.38,adi,8,7
muzinka,7,0.31,0.12,adb,1,7
muztatx,4,0.18,0.07,ize,2,7
muztax,3,0.13,0.05,ize,3,6
muztio,9,0.4,0.15,ize,3,6
muzto,2,0.09,0.04,ize,2,5
muñeira,2,0.09,0.04,ize,2,7
muñuña,7,0.31,0.12,ize,3,6
naba,10,0.44,0.16,ize,2,4
nabala,26,1.14,0.33,ize,4,6
nabalkada,4,0.18,0.07,ize,3,9
nabar,348,15.32,1.21,adj,29,5
nabardura,16,0.7,0.23,ize,4,9
nabari,1675,73.73,1.87,adj,38,6
nabariezin,5,0.22,0.09,adj,5,10
nabarigaitz,1,0.04,0.02,adj,1,11
nabarigarri,1,0.04,0.02,adj,1,11
nabariki,17,0.75,0.24,adb,1,8
nabaritasun,17,0.75,0.24,ize,5,11
nabaritu,1689,74.34,1.88,adi,19,8
nabarmen,4072,179.23,2.26,adj,64,8
nabarmenagotu,7,0.31,0.12,adi,3,13
nabarmendu,7283,320.56,2.51,adi,41,10
nabarmengarri,9,0.4,0.15,adj,6,13
nabarmenkeria,71,3.13,0.62,ize,13,13
nabarmenki,157,6.91,0.9,adb,2,10
nabarmenkiro,4,0.18,0.07,adb,1,12
nabarmentasun,13,0.57,0.2,ize,5,13
nabarmentxo,3,0.13,0.05,adj,2,11
nabarrismo,1,0.04,0.02,ize,1,10
nabarrista,1,0.04,0.02,adj,1,10
nabartu,13,0.57,0.2,adi,6,7
nabasi,2,0.09,0.04,adj,1,6
nabatear,2,0.09,0.04,adj,2,8
nabe,53,2.33,0.52,ize,13,4
nabiera,3,0.13,0.05,ize,2,7
nabigagarri,4,0.18,0.07,adj,3,11
nabigatu,176,7.75,0.94,adi,17,8
nabigatzaile,44,1.94,0.47,adj,12,12
nabigazio,104,4.58,0.75,ize,14,9
nabigazione,5,0.22,0.09,ize,3,11
nafar,2507,110.35,2.05,adj,37,5
nafarrera,13,0.57,0.2,ize,6,9
nafarreri,16,0.7,0.23,ize,4,9
nafartar,162,7.13,0.91,adj,13,8
nafartasun,6,0.26,0.1,ize,3,10
nafarzale,2,0.09,0.04,adj,2,9
nafta,18,0.79,0.25,ize,2,5
naftaleno,1,0.04,0.02,ize,1,9
naftalina,12,0.53,0.18,ize,3,9
naftenato,3,0.13,0.05,ize,2,9
naftuhar,2,0.09,0.04,adj,2,8
nagi,429,18.88,1.3,adj,29,4
nagikeria,67,2.95,0.6,ize,11,9
nagiki,21,0.92,0.28,adb,1,6
nagiro,4,0.18,0.07,adb,2,6
nagitasun,52,2.29,0.52,ize,9,9
nagitu,26,1.14,0.33,adi,8,6
nagitzar,3,0.13,0.05,ize,2,8
nagusi,28680,1262.36,3.1,adj,137,6
nagusialdi,1,0.04,0.02,ize,1,10
nagusigo,105,4.62,0.75,ize,12,8
nagusikeria,66,2.91,0.59,ize,10,11
nagusiki,368,16.2,1.24,adb,1,8
nagusiorde,12,0.53,0.18,ize,4,10
nagusitasun,792,34.86,1.55,ize,16,11
nagusitu,2321,102.16,2.01,adi,31,8
nagusitza,440,19.37,1.31,ize,9,9
nagusitzar,2,0.09,0.04,ize,2,10
nahar,15,0.66,0.22,ize,3,5
naharo,7,0.31,0.12,adj,4,6
nahasbide,17,0.75,0.24,ize,6,9
nahasdura,10,0.44,0.16,ize,5,9
nahasgabe,3,0.13,0.05,adj,2,9
nahasgarri,69,3.04,0.61,ize,13,10
nahasi,1922,84.6,1.93,adi,50,6
nahasiagotu,2,0.09,0.04,adi,2,11
nahasialdi,1,0.04,0.02,ize,1,10
nahasian,193,8.49,0.98,adb,1,8
nahasiki,2,0.09,0.04,adb,1,8
nahaskeria,40,1.76,0.44,ize,10,10
nahasketa,537,23.64,1.39,ize,20,9
nahaski,17,0.75,0.24,ize,3,7
nahaskor,2,0.09,0.04,adj,2,8
nahasle,61,2.68,0.57,ize,12,7
nahasmahas,2,0.09,0.04,adb,2,10
nahasmen,298,13.12,1.15,ize,17,8
nahasmendu,329,14.48,1.19,ize,22,10
nahaspila,116,5.11,0.79,ize,12,9
nahaspilari,9,0.4,0.15,ize,2,11
nahaspilatsu,14,0.62,0.21,adj,8,12
nahaspilatu,75,3.3,0.63,adi,19,11
nahaspildu,2,0.09,0.04,adi,2,10
nahaspulo,2,0.09,0.04,ize,2,9
nahastaile,17,0.75,0.24,ize,7,10
nahastari,1,0.04,0.02,ize,1,9
nahastatu,8,0.35,0.13,adi,5,9
nahastatzaile,2,0.09,0.04,ize,2,13
nahasteborraste,2,0.09,0.04,ize,2,15
nahastekamendu,5,0.22,0.09,ize,4,14
nahastekari,4,0.18,0.07,ize,3,11
nahastekatu,31,1.36,0.37,adi,10,11
nahastezin,31,1.36,0.37,adj,7,10
nahastu,3805,167.48,2.23,adi,67,7
nahastura,44,1.94,0.47,ize,6,9
nahi,74544,3281.07,3.52,ize,59,4
nahiago,3170,139.53,2.15,bes,1,7
nahiant,23,1.01,0.3,ize,7,7
nahiera,37,1.63,0.42,ize,6,7
nahierara,175,7.7,0.94,adb,1,9
nahiez,29,1.28,0.36,ize,3,6
nahigabe,764,33.63,1.54,ize,36,8
nahigabealdi,1,0.04,0.02,ize,1,12
nahigabeko,42,1.85,0.45,adj,3,10
nahigabetu,306,13.47,1.16,adi,25,10
nahigarri,5,0.22,0.09,adj,3,9
nahikara,4,0.18,0.07,adb,2,8
nahikari,135,5.94,0.84,ize,19,8
nahikatu,6,0.26,0.1,adi,2,8
nahikera,1,0.04,0.02,ize,1,8
nahikeria,142,6.25,0.86,ize,13,9
nahiko,5268,231.87,2.37,adj,11,6
nahikoa,4471,196.79,2.3,adj,9,7
nahikor,2,0.09,0.04,adj,2,7
nahikorik,210,9.24,1.01,adb,1,9
nahikotasun,4,0.18,0.07,ize,2,11
nahikotu,2,0.09,0.04,adi,2,8
nahikunde,121,5.33,0.8,ize,14,9
nahimen,387,17.03,1.26,ize,20,7
nahinon,24,1.06,0.31,adb,3,7
nahinora,3,0.13,0.05,adb,2,8
nahita,619,27.25,1.45,lot,1,6
nahitaez,964,42.43,1.64,adb,1,8
nahitaezko,428,18.84,1.3,adj,7,10
nahitaezkotasun,4,0.18,0.07,ize,2,15
nahitanahiez,3,0.13,0.05,adb,1,12
nahitara,94,4.14,0.71,ize,1,8
nahitasun,21,0.92,0.28,ize,5,9
nahitu,5,0.22,0.09,adi,3,6
nahiz,12112,533.11,2.73,lot,1,5
nahuatl,2,0.09,0.04,ize,2,7
naiade,5,0.22,0.09,ize,4,6
naif,22,0.97,0.29,adj,3,4
naipe,5,0.22,0.09,ize,2,5
nakar,38,1.67,0.43,adj,8,5
nakaratu,5,0.22,0.09,adi,3,8
nakarezko,7,0.31,0.12,adj,2,9
namibiar,1,0.04,0.02,adj,1,8
nandrolona,8,0.35,0.13,ize,4,10
nano,110,4.84,0.77,adj,14,4
nanogramo,4,0.18,0.07,ize,2,9
nanokonposatu,3,0.13,0.05,adi,3,13
nanometro,9,0.4,0.15,ize,3,9
nanopartikula,16,0.7,0.23,ize,5,13
nanoteknologia,52,2.29,0.52,ize,6,14
nantu,4,0.18,0.07,ize,3,5
nao,6,0.26,0.1,ize,3,3
napalm,14,0.62,0.21,ize,3,6
napar,39,1.72,0.43,ize,5,5
naparreri,2,0.09,0.04,ize,2,9
napoleoniko,6,0.26,0.1,adj,4,11
napolitar,65,2.86,0.59,adj,11,9
napur,4,0.18,0.07,ize,3,5
naranja,3,0.13,0.05,adj,2,7
narbartear,1,0.04,0.02,adj,1,10
narda,31,1.36,0.37,ize,5,5
nardagarri,144,6.34,0.87,adj,18,10
nardagarrikeria,4,0.18,0.07,ize,3,15
nardatu,115,5.06,0.78,adi,20,7
nardo,5,0.22,0.09,ize,4,5
nare,33,1.45,0.39,adj,7,4
naretasun,22,0.97,0.29,ize,6,9
naretsu,1,0.04,0.02,adb,1,7
naretu,3,0.13,0.05,adi,2,6
nargile,12,0.53,0.18,ize,5,7
narko,5,0.22,0.09,ize,2,5
narkoleptiko,2,0.09,0.04,adj,2,12
narkotiko,14,0.62,0.21,adj,6,9
narkotizatzaile,3,0.13,0.05,ize,2,15
narkotrafikante,2,0.09,0.04,ize,2,15
narkotrafikatzaile,8,0.35,0.13,ize,4,18
narkotrafiko,16,0.7,0.23,ize,8,12
naro,26,1.14,0.33,adj,8,4
naroki,1,0.04,0.02,adb,1,6
narotasun,3,0.13,0.05,ize,2,9
narra,5,0.22,0.09,adj,2,5
narras,87,3.83,0.68,adj,15,6
narrasean,21,0.92,0.28,adb,1,9
narraskeria,13,0.57,0.2,ize,4,11
narrasta,15,0.66,0.22,adj,2,8
narrastasun,2,0.09,0.04,ize,2,11
narrasti,143,6.29,0.86,adj,11,8
narrastu,36,1.58,0.41,adi,8,8
narratiba,118,5.19,0.79,ize,16,9
narratibitate,4,0.18,0.07,ize,3,13
narratibo,105,4.62,0.75,adj,17,9
narratibotasun,6,0.26,0.1,ize,4,14
narratologia,18,0.79,0.25,ize,5,12
narrats,66,2.91,0.59,adj,15,7
narratu,27,1.19,0.34,adi,9,7
narratx,3,0.13,0.05,adj,2,7
narratzaile,218,9.6,1.03,ize,16,11
narraz,5,0.22,0.09,adj,1,6
narrazio,690,30.37,1.5,ize,38,8
narraziogintza,6,0.26,0.1,ize,4,14
narraziozkotasuna,2,0.09,0.04,ize,2,17
narrazti,4,0.18,0.07,ize,4,8
narriadura,7,0.31,0.12,ize,1,10
narriatu,9,0.4,0.15,adi,6,8
narrio,7,0.31,0.12,ize,5,6
narritadura,10,0.44,0.16,ize,1,11
narritagarri,4,0.18,0.07,adj,3,12
narritari,1,0.04,0.02,ize,1,9
narritatu,11,0.48,0.17,adi,5,9
narru,57,2.51,0.55,ize,9,5
narruazal,2,0.09,0.04,ize,2,9
narrutu,1,0.04,0.02,adi,1,7
nartzisismo,12,0.53,0.18,ize,5,11
nartzisista,13,0.57,0.2,adj,2,11
nartziso,18,0.79,0.25,ize,6,8
narzisismo,4,0.18,0.07,ize,2,10
narziso,10,0.44,0.16,adj,3,7
nasa,666,29.31,1.48,ize,28,4
nasai,380,16.73,1.25,adj,30,5
nasaikeria,6,0.26,0.1,ize,3,10
nasaiki,119,5.24,0.8,adb,2,7
nasailora,1,0.04,0.02,ize,1,9
nasaitasun,9,0.4,0.15,ize,5,10
nasaitu,13,0.57,0.2,adi,7,7
nasamona,2,0.09,0.04,ize,2,8
naski,543,23.9,1.4,adb,1,5
nata,55,2.42,0.53,ize,8,4
natibo,9,0.4,0.15,adj,6,6
natilla,4,0.18,0.07,ize,3,7
natul,4,0.18,0.07,ize,4,5
natura,2722,119.81,2.08,ize,38,6
natural,2503,110.17,2.05,adj,55,7
naturaldu,2,0.09,0.04,adi,2,9
naturaleza,74,3.26,0.63,ize,8,10
naturalismo,49,2.16,0.5,ize,9,11
naturalista,94,4.14,0.71,adj,17,11
naturalistiko,2,0.09,0.04,adj,2,13
naturalizatu,13,0.57,0.2,adi,5,12
naturalizazio,4,0.18,0.07,ize,3,13
naturalki,91,4.01,0.7,adb,2,9
naturaltasun,258,11.36,1.09,ize,10,12
naturazale,5,0.22,0.09,adj,3,10
naturazgaindiko,3,0.13,0.05,adj,2,15
naturgune,82,3.61,0.66,ize,10,9
naturismo,3,0.13,0.05,ize,1,9
naturista,6,0.26,0.1,adj,4,9
naturopata,3,0.13,0.05,ize,2,10
naturzale,14,0.62,0.21,adj,3,9
naufragatu,9,0.4,0.15,adi,4,10
naufragio,27,1.19,0.34,ize,6,9
naufrago,62,2.73,0.57,ize,8,8
nausa,3,0.13,0.05,ize,2,5
nausi,513,22.58,1.37,ize,26,5
nausigo,4,0.18,0.07,ize,2,7
nausitasun,45,1.98,0.47,ize,7,10
nausitu,196,8.63,0.98,adi,12,7
nautika,16,0.7,0.23,ize,2,7
nautiko,8,0.35,0.13,adj,7,7
navaho,6,0.26,0.1,ize,4,6
navajo,20,0.88,0.27,ize,8,6
naxi,2,0.09,0.04,ize,2,4
naximentu,9,0.4,0.15,ize,4,9
nayaken,2,0.09,0.04,ize,1,7
naza,10,0.44,0.16,adi,1,4
nazi,589,25.92,1.43,adj,33,4
nazio,6007,264.4,2.42,ize,64,5
nazioaniztun,3,0.13,0.05,adj,2,12
nazioarte,1143,50.31,1.71,ize,15,9
nazioarteko,5986,263.48,2.42,adj,21,11
nazioartekotasun,10,0.44,0.16,ize,5,16
nazioartekotu,39,1.72,0.43,adi,14,13
nazioarteratu,8,0.35,0.13,adi,5,13
naziogintza,6,0.26,0.1,ize,2,11
naziokide,4,0.18,0.07,ize,2,9
naziomania,2,0.09,0.04,ize,2,10
nazional,4834,212.77,2.33,adj,39,8
nazionalismo,630,27.73,1.46,ize,26,12
nazionalista,1012,44.54,1.66,adj,38,12
nazionalitate,170,7.48,0.93,ize,19,13
nazionalizatu,39,1.72,0.43,adi,9,13
nazionalizazio,22,0.97,0.29,ize,4,14
nazionalkatolizismo,1,0.04,0.02,ize,1,19
nazionalsozialismo,10,0.44,0.16,ize,5,18
nazionalsozialista,16,0.7,0.23,adj,10,18
nazionaltasun,6,0.26,0.1,ize,3,13
nazione,158,6.95,0.9,ize,9,7
naziotasun,167,7.35,0.92,ize,10,10
nazireu,17,0.75,0.24,adj,4,7
nazismo,93,4.09,0.71,ize,11,7
nazista,10,0.44,0.16,adj,4,7
naziunale,67,2.95,0.6,adj,2,9
nazizale,2,0.09,0.04,adj,2,8
nazka,566,24.91,1.41,adj,13,5
nazkagarri,518,22.8,1.38,adj,32,10
nazkagarrikeria,12,0.53,0.18,ize,3,15
nazkante,49,2.16,0.5,adj,9,8
nazkarri,2,0.09,0.04,adj,2,8
nazkatu,323,14.22,1.18,adi,17,7
neandertal,3,0.13,0.05,adj,3,10
neba,771,33.94,1.54,ize,21,4
nebarreba,9,0.4,0.15,ize,7,9
nebulosa,14,0.62,0.21,ize,6,8
nederlandar,17,0.75,0.24,adj,5,11
nederlandera,34,1.5,0.4,ize,6,12
nefrektomia,1,0.04,0.02,ize,1,11
nefritiko,4,0.18,0.07,adj,1,9
nefrologo,1,0.04,0.02,ize,1,9
neftalitar,4,0.18,0.07,adj,2,10
negad,2,0.09,0.04,ize,1,5
negal,5,0.22,0.09,ize,2,5
negar,2857,125.75,2.1,ize,26,5
negarbera,8,0.35,0.13,adj,5,9
negargale,3,0.13,0.05,ize,1,9
negargarri,328,14.44,1.19,adj,28,10
negargarrikeria,2,0.09,0.04,ize,2,15
negargarrizko,4,0.18,0.07,adj,1,13
negargura,39,1.72,0.43,ize,6,9
negarraldi,17,0.75,0.24,ize,5,10
negarrez,1278,56.25,1.76,ize,1,8
negarrontzi,3,0.13,0.05,ize,2,11
negarti,118,5.19,0.79,adj,18,7
negartsu,9,0.4,0.15,adj,5,8
negartu,3,0.13,0.05,adi,3,7
negatibitate,4,0.18,0.07,ize,2,12
negatibo,461,20.29,1.33,adj,29,8
negatibotasun,2,0.09,0.04,ize,2,13
negel,1,0.04,0.02,ize,1,5
negil,3,0.13,0.05,ize,2,5
negoziaezin,9,0.4,0.15,adj,3,11
negoziagai,7,0.31,0.12,ize,2,10
negoziagarri,16,0.7,0.23,adj,3,12
negoziaketa,261,11.49,1.1,ize,21,11
negoziante,9,0.4,0.15,adj,3,10
negoziatu,1773,78.04,1.9,adi,33,9
negoziatzaile,64,2.82,0.58,adj,11,13
negoziazio,2712,119.37,2.08,ize,30,10
negoziazioaldi,2,0.09,0.04,ize,2,14
negoziaziogune,2,0.09,0.04,ize,2,14
negozio,1519,66.86,1.83,ize,40,7
negoziobide,2,0.09,0.04,ize,2,11
negoziokide,3,0.13,0.05,ize,3,11
negoziolari,2,0.09,0.04,ize,2,11
negro,42,1.85,0.45,ize,2,5
negu,2469,108.67,2.04,ize,33,4
negualde,4,0.18,0.07,ize,3,8
negualdi,14,0.62,0.21,ize,5,8
neguazken,2,0.09,0.04,ize,2,9
negubide,5,0.22,0.09,ize,2,8
neguil,5,0.22,0.09,ize,2,6
negumin,3,0.13,0.05,ize,3,7
neguritiko,3,0.13,0.05,adj,2,10
negurri,14,0.62,0.21,ize,5,7
negurtu,16,0.7,0.23,ize,7,7
negutar,1,0.04,0.02,adj,1,7
negute,4,0.18,0.07,ize,3,6
negutegi,63,2.77,0.58,ize,8,8
negutu,2,0.09,0.04,adi,2,6
nehoiz,454,19.98,1.32,adb,1,6
nehola,192,8.45,0.98,adj,4,6
neholere,1,0.04,0.02,adb,1,8
nehon,94,4.14,0.71,adb,1,5
nehondik,64,2.82,0.58,adb,2,8
nehongo,93,4.09,0.71,adb,2,7
nehor,1911,84.11,1.93,izr,17,5
nehora,9,0.4,0.15,adb,2,6
nehorat,36,1.58,0.41,adb,1,7
nehun,12,0.53,0.18,adb,3,5
nekabide,1,0.04,0.02,ize,1,8
nekadura,19,0.84,0.26,ize,4,8
nekaezin,115,5.06,0.78,adj,14,8
nekagabe,2,0.09,0.04,adj,2,8
nekagaitz,20,0.88,0.27,adj,7,9
nekagarri,237,10.43,1.06,adj,21,9
nekaldi,149,6.56,0.88,ize,15,7
nekaldu,2,0.09,0.04,adi,1,7
nekatto,35,1.54,0.4,ize,3,7
nekatu,1871,82.35,1.92,adi,65,6
nekazale,2,0.09,0.04,adj,2,8
nekazari,1552,68.31,1.84,adj,36,8
nekazaritza,1195,52.6,1.73,ize,19,11
neke,2097,92.3,1.97,ize,47,4
nekealdi,5,0.22,0.09,ize,3,8
nekepe,5,0.22,0.09,ize,1,6
neketsu,248,10.92,1.08,adj,25,7
nekez,2452,107.93,2.04,adj,14,5
nekezale,2,0.09,0.04,adj,2,8
nekezari,5,0.22,0.09,ize,3,8
nekezia,44,1.94,0.47,ize,9,7
nekora,9,0.4,0.15,ize,4,6
nekoso,89,3.92,0.69,adj,15,6
nekosta,6,0.26,0.1,ize,3,7
nekrofago,6,0.26,0.1,adj,3,9
nekrofilia,12,0.53,0.18,ize,2,10
nekrofilo,7,0.31,0.12,adj,6,9
nekrologia,1,0.04,0.02,ize,1,10
nekrologiko,3,0.13,0.05,adj,3,11
nekromante,2,0.09,0.04,adj,2,10
nekromantzia,5,0.22,0.09,ize,4,12
nekropoli,29,1.28,0.36,ize,7,9
nekropolis,3,0.13,0.05,ize,2,10
nekropsia,4,0.18,0.07,ize,2,9
nekrosi,8,0.35,0.13,ize,5,7
nektar,8,0.35,0.13,ize,3,6
nektarina,2,0.09,0.04,ize,2,9
nematodo,11,0.48,0.17,adj,5,8
nemesi,9,0.4,0.15,ize,3,6
nemotekniko,4,0.18,0.07,adj,2,11
nenufar,3,0.13,0.05,ize,2,7
nenufare,9,0.4,0.15,ize,2,8
neo,47,2.07,0.49,ize,2,3
neobabiloniar,7,0.31,0.12,adj,2,13
neobarbarismo,1,0.04,0.02,ize,1,13
neobarbaro,2,0.09,0.04,adj,2,10
neodarwinismo,1,0.04,0.02,ize,1,13
neoestatutario,3,0.13,0.05,adj,3,14
neofaxismo,1,0.04,0.02,ize,1,10
